,Topic,Count,region,topic_names,topics
0,-1,518,Europe,"['beauty', 'salon', 'hairdresser', 'clothing', 'textile', 'craft', 'clothes', 'metal', 'hair', 'jewelry']","[('beauty', 0.08458662359832282), ('salon', 0.08007118381123637), ('hairdresser', 0.07524787885601458), ('clothing', 0.06468388863401156), ('textile', 0.06095237232850155), ('craft', 0.054013441448626215), ('clothes', 0.05363515264369045), ('metal', 0.05030615782838499), ('hair', 0.047379213900303724), ('jewelry', 0.047379213900303724)]"
1,0,238,Europe,"['agriculture', 'vegetable', 'livestock', 'fruit', 'food', 'meat', 'wine', 'production', 'breeding', 'farm']","[('agriculture', 0.11816100980866634), ('vegetable', 0.0698501692521668), ('livestock', 0.06889951178281575), ('fruit', 0.06675778362125677), ('food', 0.05838076876263468), ('meat', 0.05398876193333358), ('wine', 0.04995565296142568), ('production', 0.04597791035842766), ('breeding', 0.04586596963235075), ('farm', 0.04042459111209508)]"
2,1,229,Europe,"['consultancy', 'care', 'management', 'estate', 'financial', 'real', 'consultant', 'insurance', 'security', 'social']","[('consultancy', 0.08168525758955128), ('care', 0.07416480242501546), ('management', 0.07338593520504944), ('estate', 0.06979777484493084), ('financial', 0.06819830714147368), ('real', 0.06418664201550464), ('consultant', 0.06036374753900684), ('insurance', 0.060105452548148045), ('security', 0.05968457390202244), ('social', 0.05580071502418096)]"
3,2,195,Europe,"['construction', 'interior', 'engineering', 'building', 'house', 'paint', 'renovation', 'work', 'architectural', 'design']","[('construction', 0.18132058347238492), ('interior', 0.09201245843087749), ('engineering', 0.07593919803576113), ('building', 0.07081676870293536), ('house', 0.06399675684453218), ('paint', 0.05877411496574263), ('renovation', 0.05516044964023981), ('work', 0.055030123416295325), ('architectural', 0.051824701864115884), ('design', 0.05029189848675778)]"
4,3,169,Europe,"['restaurant', 'bar', 'cafee', 'bakery', 'cater', 'catering', 'cake', 'pub', 'pastry', 'bread']","[('restaurant', 0.22073350855929735), ('bar', 0.11862282117186332), ('cafee', 0.10967510980219256), ('bakery', 0.10452259696544448), ('cater', 0.0956156490047239), ('catering', 0.08741910811504944), ('cake', 0.08060682955185342), ('pub', 0.07853920558921329), ('pastry', 0.06434339608064257), ('bread', 0.034047645603639126)]"
5,4,163,Europe,"['music', 'photography', 'entertainment', 'art', 'video', 'graphic', 'event', 'wedding', 'production', 'photo']","[('music', 0.12639705548201363), ('photography', 0.11188023591885136), ('entertainment', 0.09630251846248658), ('art', 0.08613161195738327), ('video', 0.08601610224088949), ('graphic', 0.07739059695128071), ('event', 0.0671381445156002), ('wedding', 0.05753331187538729), ('production', 0.057176187777396324), ('photo', 0.05519520380220353)]"
0,0,254,North America,"['food', 'chicken', 'restaurant', 'snack', 'cake', 'bar', 'meat', 'ice', 'pastry', 'cream']","[('food', 0.11298413150989536), ('chicken', 0.061524435300298295), ('restaurant', 0.061042910943582405), ('snack', 0.05402553322341923), ('cake', 0.04676048571434468), ('bar', 0.04644252828091714), ('meat', 0.045528926398769834), ('ice', 0.04474716102120925), ('pastry', 0.043715651077685304), ('cream', 0.041307984067225474)]"
1,-1,213,North America,"['clothing', 'clothes', 'shoe', 'secondhand', 'perfume', 'footwear', 'tailor', 'dress', 'sewing', 'accessory']","[('clothing', 0.1934156260037089), ('clothes', 0.13996562478144942), ('shoe', 0.1067298825029897), ('secondhand', 0.07332760580249775), ('perfume', 0.0645379879669213), ('footwear', 0.045663492322656596), ('tailor', 0.04377844041279534), ('dress', 0.04100714619803801), ('sewing', 0.03876169130798304), ('accessory', 0.038709239425656565)]"
2,1,141,North America,"['salon', 'beauty', 'makeup', 'cosmetic', 'hair', 'nail', 'barber', 'unisex', 'styling', 'haircut']","[('salon', 0.25984390736070617), ('beauty', 0.2425290262619148), ('makeup', 0.10308957595816313), ('cosmetic', 0.09987252866629172), ('hair', 0.08988527579966256), ('nail', 0.08353362312597411), ('barber', 0.07870823780878652), ('unisex', 0.048105751123985435), ('styling', 0.035537351565395725), ('haircut', 0.035537351565395725)]"
3,2,83,North America,"['phone', 'mobile', 'computer', 'software', 'technology', 'hardware', 'repair', 'cellular', 'internet', 'cybercafeee']","[('phone', 0.1536152402528855), ('mobile', 0.13373074046392128), ('computer', 0.11872011787320848), ('software', 0.11533007508256875), ('technology', 0.10772970030459318), ('hardware', 0.09695673027413386), ('repair', 0.08475676257002228), ('cellular', 0.07255830662894854), ('internet', 0.06720666761063741), ('cybercafeee', 0.06196948186286098)]"
4,3,82,North America,"['paint', 'design', 'workshop', 'art', 'photography', 'graphic', 'blacksmith', 'welding', 'app', 'interior']","[('paint', 0.11370026200822125), ('design', 0.1086370025610722), ('workshop', 0.10283188198625431), ('art', 0.09185063881357754), ('photography', 0.06887014206452875), ('graphic', 0.05739178505377396), ('blacksmith', 0.05450327922878134), ('welding', 0.04424183537105488), ('app', 0.04424183537105488), ('interior', 0.04424183537105488)]"
5,4,80,North America,"['grocery', 'retail', 'basket', 'wholesale', 'online', 'merchandise', 'catalog', 'shoe', 'selling', 'ebay']","[('grocery', 0.3461549852201813), ('retail', 0.1059869570234784), ('basket', 0.08325961060102181), ('wholesale', 0.07013769069148328), ('online', 0.066241848139674), ('merchandise', 0.062444707950766364), ('catalog', 0.062444707950766364), ('shoe', 0.057995203463500095), ('selling', 0.05260326801861246), ('ebay', 0.049926708640954734)]"
0,0,494,Latin America & Caribbean,"['construction', 'car', 'workshop', 'repair', 'furniture', 'maintenance', 'electrical', 'selling', 'phone', 'rental']","[('construction', 0.07238225061396782), ('car', 0.06597537576719718), ('workshop', 0.05098655943930123), ('repair', 0.045772693872176064), ('furniture', 0.04401436776605614), ('maintenance', 0.03889316418724309), ('electrical', 0.03668807774293942), ('selling', 0.03481236715177465), ('phone', 0.0313022765426935), ('rental', 0.02724446124921495)]"
1,1,394,Latin America & Caribbean,"['restaurant', 'bakery', 'food', 'pastry', 'fruit', 'commercialization', 'liquor', 'coffee', 'fastfood', 'organic']","[('restaurant', 0.12539358977088852), ('bakery', 0.10822993494929205), ('food', 0.09372883716310074), ('pastry', 0.0746380015769232), ('fruit', 0.06731280466799856), ('commercialization', 0.0388234355333255), ('liquor', 0.03426570607213191), ('coffee', 0.033606904583656186), ('fastfood', 0.030049733261269303), ('organic', 0.02680094612738424)]"
2,2,285,Latin America & Caribbean,"['clothes', 'clothing', 'tailor', 'sewing', 'manufacture', 'woman', 'footwear', 'man', 'shoe', 'textile']","[('clothes', 0.1994196339347748), ('clothing', 0.10161827428701697), ('tailor', 0.0761246347035341), ('sewing', 0.07211807498229546), ('manufacture', 0.06534542536150774), ('woman', 0.06399599101170982), ('footwear', 0.0556796552555776), ('man', 0.044072156933625005), ('shoe', 0.04382970166712622), ('textile', 0.03691020334453461)]"
3,3,165,Latin America & Caribbean,"['manufacturing', 'craft', 'industrial', 'handicraft', 'craftmanship', 'food', 'machinery', 'carpentry', 'beer', 'maintenance']","[('manufacturing', 0.18977417976392663), ('craft', 0.16746190098397648), ('industrial', 0.1212104769231305), ('handicraft', 0.10746117956328616), ('craftmanship', 0.09046820173615604), ('food', 0.0853507403203085), ('machinery', 0.07164078637552411), ('carpentry', 0.059975526891932966), ('beer', 0.041121909880070924), ('maintenance', 0.040300913396040604)]"
4,-1,155,Latin America & Caribbean,"['agriculture', 'livestock', 'breeding', 'cattle', 'production', 'live', 'landscape', 'sheep', 'commercialization', 'farm']","[('agriculture', 0.5100980104463331), ('livestock', 0.1648898630152253), ('breeding', 0.12423883249506511), ('cattle', 0.102228820611143), ('production', 0.08384508711286097), ('live', 0.05162633683096424), ('landscape', 0.05162633683096424), ('sheep', 0.05162633683096424), ('commercialization', 0.04387449764136295), ('farm', 0.03878656828939378)]"
5,4,119,Latin America & Caribbean,"['educational', 'social', 'accounting', 'network', 'publicity', 'consultant', 'adult', 'home', 'address', 'activity']","[('educational', 0.09152755920203254), ('social', 0.08232911269976456), ('accounting', 0.0736531368864294), ('network', 0.061782863919907914), ('publicity', 0.04743092638810742), ('consultant', 0.04615693756053749), ('adult', 0.04578533250945329), ('home', 0.044548885684698156), ('address', 0.04296432985041714), ('activity', 0.04065507976123493)]"
