,Topic,Count,region,topic_names,topics
4,3,202,Asia & Oceania,"['child', 'sport', 'medical', 'entertainment', 'education', 'health', 'school', 'woman', 'equipment', 'clothesing']","[('child', 0.09200489961155008), ('sport', 0.0680139187137981), ('medical', 0.06586893177419738), ('entertainment', 0.06446733908717203), ('education', 0.06425571178339473), ('health', 0.057160545810620245), ('school', 0.04579794868817124), ('woman', 0.04546254671522858), ('equipment', 0.04449367697177144), ('clothesing', 0.04391276152353639)]"
5,4,170,Asia & Oceania,"['phone', 'mobile', 'repair', 'computer', 'appliance', 'electronic', 'electricity', 'common', 'hardware', 'electrical']","[('phone', 0.1286808628859077), ('mobile', 0.12275131148836649), ('repair', 0.12159678397556442), ('computer', 0.10896636899632327), ('appliance', 0.10722675827867714), ('electronic', 0.08336058667866188), ('electricity', 0.07474143484489042), ('common', 0.07333471763757429), ('hardware', 0.07007746299765735), ('electrical', 0.06228452903740868)]"
0,-1,348,Europe,"['trade', 'food', 'cleaning', 'energy', 'retail', 'security', 'social', 'grocery', 'marketing', 'supplyment']","[('trade', 0.06280501944298228), ('food', 0.06235076907750057), ('cleaning', 0.05640933249555312), ('energy', 0.05134037364193375), ('retail', 0.04746670645394828), ('security', 0.04737114054406198), ('social', 0.04042823359478142), ('grocery', 0.039475950453384985), ('marketing', 0.03507678337507557), ('supplyment', 0.032322270719190305)]"
1,0,302,Europe,"['health', 'medical', 'entertainment', 'care', 'training', 'therapy', 'home', 'event', 'healthcare', 'massage']","[('health', 0.08111742603475355), ('medical', 0.06521178106663982), ('entertainment', 0.06287866792885917), ('care', 0.057966013817052894), ('training', 0.057495918675404684), ('therapy', 0.05053882467063314), ('home', 0.04868138334396431), ('event', 0.04838303971057124), ('healthcare', 0.047357477931126074), ('massage', 0.0399252243512142)]"
2,1,279,Europe,"['restaurant', 'tourism', 'cater', 'catering', 'pub', 'hostelry', 'bar', 'estonia', 'tourist', 'abroad']","[('restaurant', 0.12843252194776233), ('tourism', 0.0797502326238801), ('cater', 0.07323078953241839), ('catering', 0.07300165350538138), ('pub', 0.07298873235361955), ('hostelry', 0.06812281686337826), ('bar', 0.06429712027305139), ('estonia', 0.05724139566259258), ('tourist', 0.057100769377213374), ('abroad', 0.052658031906809226)]"
3,2,200,Europe,"['construction', 'design', 'interior', 'building', 'build', 'machinery', 'work', 'carpenter', 'mechanical', 'mechanic']","[('construction', 0.2149911173306369), ('design', 0.10177188328669112), ('interior', 0.08782916787622581), ('building', 0.07538307953099427), ('build', 0.05704203730293814), ('machinery', 0.04739524983262818), ('work', 0.04640191757838904), ('carpenter', 0.03612639106653852), ('mechanical', 0.03436092262944533), ('mechanic', 0.03047430275022853)]"
4,3,176,Europe,"['agriculture', 'vegetable', 'fruit', 'livestock', 'meat', 'garden', 'grow', 'gardening', 'cattle', 'breedinging']","[('agriculture', 0.17463037831037878), ('vegetable', 0.10371949878446486), ('fruit', 0.09452848088826517), ('livestock', 0.09279489752024585), ('meat', 0.07552912440648216), ('garden', 0.0686475721764788), ('grow', 0.06282444991461655), ('gardening', 0.06102963836130105), ('cattle', 0.05832059761250794), ('breedinging', 0.05492667452517094)]"
5,4,171,Europe,"['clothesing', 'clothese', 'fashion', 'jewelry', 'craft', 'handicraft', 'shoe', 'sewing', 'handmade', 'woman']","[('clothesing', 0.1384192066386961), ('clothese', 0.09991057572349978), ('fashion', 0.08666382064158869), ('jewelry', 0.07358766010103031), ('craft', 0.07050681104602849), ('handicraft', 0.060208085537206614), ('shoe', 0.056825197673725694), ('sewing', 0.05330066758020325), ('handmade', 0.05330066758020325), ('woman', 0.05140707200714632)]"
0,0,327,North America,"['food', 'grocery', 'restaurant', 'chicken', 'pastry', 'truck', 'cake', 'dinner', 'mexican', 'snack']","[('food', 0.09925512901233417), ('grocery', 0.07718955708314641), ('restaurant', 0.05719619372184685), ('chicken', 0.0503763786611765), ('pastry', 0.047462998075659416), ('truck', 0.04595518671450783), ('cake', 0.042420172351853386), ('dinner', 0.037705492632718274), ('mexican', 0.032449482136660525), ('snack', 0.030216476783510558)]"
1,1,214,North America,"['art', 'music', 'design', 'computer', 'sport', 'technology', 'school', 'help', 'equipment', 'office']","[('art', 0.06002790696134403), ('music', 0.06002790696134403), ('design', 0.06000655626861211), ('computer', 0.05570359236961844), ('sport', 0.05385587062911214), ('technology', 0.05184809538897045), ('school', 0.048353724581100745), ('help', 0.04100164718864245), ('equipment', 0.04085757256764939), ('office', 0.03420973126844006)]"
2,-1,135,North America,"['paint', 'automotive', 'auto', 'repair', 'car', 'electronic', 'mechanical', 'mechanic', 'spare', 'air']","[('paint', 0.12476993277474824), ('automotive', 0.12476993277474824), ('auto', 0.12393076159138242), ('repair', 0.11877897067814272), ('car', 0.09293666725222255), ('electronic', 0.08232406298792351), ('mechanical', 0.06585925039033881), ('mechanic', 0.06585925039033881), ('spare', 0.06221415942282008), ('air', 0.05673278230483393)]"
3,2,83,North America,"['salon', 'beauty', 'cosmetic', 'hair', 'nail', 'makeup', 'placement', 'unisex', 'personal', 'care']","[('salon', 0.23943319484719844), ('beauty', 0.22082594528957325), ('cosmetic', 0.1214469932260328), ('hair', 0.1214469932260328), ('nail', 0.09485233239946925), ('makeup', 0.09049475977138247), ('placement', 0.03793435271640308), ('unisex', 0.03793435271640308), ('personal', 0.03020172725000744), ('care', 0.025855645648966415)]"
4,3,77,North America,"['furniture', 'material', 'jewelry', 'table', 'manufacture', 'fabrication', 'aluminum', 'ceramic', 'warehouse', 'glass']","[('furniture', 0.25338940561974743), ('material', 0.13438495940011014), ('jewelry', 0.11905178654984089), ('table', 0.10856273157097851), ('manufacture', 0.09920118392424111), ('fabrication', 0.07914698282805087), ('aluminum', 0.07914698282805087), ('ceramic', 0.07914698282805087), ('warehouse', 0.07914698282805087), ('glass', 0.07237515438065234)]"
5,4,64,North America,"['shoe', 'retail', 'catalog', 'merchandise', 'online', 'wholesale', 'selling', 'manufacture', 'craft', 'cosmetic']","[('shoe', 0.311833465917568), ('retail', 0.1281685941395448), ('catalog', 0.08067505740595651), ('merchandise', 0.08067505740595651), ('online', 0.0801053713372155), ('wholesale', 0.06635225718259481), ('selling', 0.04423483812172988), ('manufacture', 0.03685915549478684), ('craft', 0.03548502675245133), ('cosmetic', 0.034236099841867464)]"
0,0,326,Latin America & Caribbean,"['food', 'pastry', 'commercialization', 'coffee', 'organic', 'wholesale', 'homemade', 'hamburger', 'bread', 'cheese']","[('food', 0.13712706659563767), ('pastry', 0.11504475433401816), ('commercialization', 0.061942729440721433), ('coffee', 0.05391110075694976), ('organic', 0.0437120882403005), ('wholesale', 0.04150534144227302), ('homemade', 0.04004750308778295), ('hamburger', 0.03832412988882879), ('bread', 0.03832412988882879), ('cheese', 0.03832412988882879)]"
1,1,206,Latin America & Caribbean,"['construction', 'furniture', 'maintenance', 'material', 'home', 'paint', 'manufacturing', 'plastic', 'decoration', 'office']","[('construction', 0.23091296315619772), ('furniture', 0.146398674575692), ('maintenance', 0.06762322394866425), ('material', 0.0634333298818083), ('home', 0.06085002026181316), ('paint', 0.054711535281160434), ('manufacturing', 0.0427969768986634), ('plastic', 0.040641319723673124), ('decoration', 0.03341654397085157), ('office', 0.032580743531298466)]"
2,2,201,Latin America & Caribbean,"['manufacturing', 'craft', 'industrial', 'handicraft', 'machinery', 'manufacture', 'food', 'import', 'industry', 'maintenance']","[('manufacturing', 0.1446710487093146), ('craft', 0.14338286343895162), ('industrial', 0.09292716531472886), ('handicraft', 0.08816695820458083), ('machinery', 0.07641136377730337), ('manufacture', 0.06628545877173359), ('food', 0.060541402312540904), ('import', 0.032164706620624574), ('industry', 0.032164706620624574), ('maintenance', 0.03157049648323807)]"
3,3,179,Latin America & Caribbean,"['selling', 'social', 'network', 'center', 'address', 'school', 'advertising', 'adult', 'home', 'publicity']","[('selling', 0.07073779188855038), ('social', 0.06891311497415673), ('network', 0.06388041054858568), ('center', 0.0635012110091574), ('address', 0.05959004787853322), ('school', 0.0560190445709476), ('advertising', 0.0560190445709476), ('adult', 0.05110833956994723), ('home', 0.05105079621965104), ('publicity', 0.04647937479582082)]"
4,4,159,Latin America & Caribbean,"['clothese', '', '', '', '', '', '', '', '', '']","[('clothese', 0.45247115048409503), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05), ('', 1e-05)]"
5,5,140,Latin America & Caribbean,"['transport', 'delivery', 'homemade', 'box', 'transportation', 'passenger', 'flyer', 'lunch', 'meat', 'advertising']","[('transport', 0.46969841840575244), ('delivery', 0.1248836500877523), ('homemade', 0.0504545844823055), ('box', 0.047393001014793504), ('transportation', 0.047393001014793504), ('passenger', 0.04090869682711834), ('flyer', 0.04090869682711834), ('lunch', 0.036714319728147135), ('meat', 0.03507224456162387), ('advertising', 0.028378068631335296)]"
